member_id,name,profile_url,source_url,url_slug,honorific,page_title,biography,looking_for,crawl_status,crawl_error,crawled_at
mem_e3c0beb5a0,Robert Stephen Sainsbury,https://profiles.ucalgary.ca/robert-stephen-sainsbury,https://profiles.ucalgary.ca/robert-stephen-sainsbury,robert-stephen-sainsbury,Dr.,Robert Stephen Sainsbury | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:30:31.192191+00:00
mem_e11e633737,Robert Tanguay,https://profiles.ucalgary.ca/robert-tanguay,https://profiles.ucalgary.ca/robert-tanguay,robert-tanguay,,Robert Tanguay | UCalgary Profiles | University of Calgary,"Biography Dr. Tanguay is a psychiatrist who completed two fellowships, one in Addiction Medicine and one in Pain Medicine. He is a clinical assistant professor with the departments of Psychiatry and Surgery at the Cumming School of Medicine, University of Calgary. Dr. Tanguay is the co-founder, developer, and Chief Medical Officer of The Newly Institute, a rehabilitation and return to work program dedicated to providing medical and psychological intervention for people living with mental health disorders such as PTSD, depression, anxiety, addiction, and chronic pain with evidence-based psychotherapy and trauma-focused therapy. Dr. Tanguay is the co-chair of the internationally recognized Alberta Pain Strategy and helps lead the Alberta Virtual Pain Program implementation. He is the founder of the Opioid Deprescribing Program with AHS, the Rapid Access Addiction Medicine (RAAM) Community Clinic with AHS, and the Transitional Outpatient Pain Program for Spine (TOPPS) clinic with Caleo Health and the University of Calgary and is renowned for his innovation in creating clinical programs for complex chronic medical and psychiatric illnesses. He was also the Provincial Medical Lead for Addiction Education for Alberta Health Services (AHS) where he helped develop award winning CME programs for physicians and health care practitioners. Dr. Tanguay has been recognized for his work and is the 2021 Royal College of Physicians and Surgeons of Canada recipient of the Early Career Leadership Award, was inducted into the University of Lethbridge Alumni Honour Society, and is a recipient of the Queen Elizabeth II Platinum Jubilee Medal. Dr. Tanguay is member of the Calgary Police Commission, recently appointed for a 3-year term. He is the Co-Chair of the Western Canadian Addiction Forum and director of the Canadian Addiction Counsel. Dr. Tanguay has been heavily involved in health policy including helping to lead the Alberta Psychedelic Legislative Committee and the Alberta Safe Supply Legislative Committee. He is a member of the Alberta Recovery Expert Advisory Panel leading the implementation of the Recovery Orientated System of Care. He is a member of the Public Health Emergencies Governance Review Panel for the Government of Alberta and was a member of the Supervised Consumption Review Committee. He also sits on the Policy Committee for the Canadian Society of Addiction medicine (CSAM). Academically, he is involved in research in trauma, addiction, chronic pain, opioids, cannabis, and psychedelics and is a member of the Hotchkiss Brain Institute and the Mathison Centre for Mental Health Research & Education at the University of Calgary.",,success,,2026-04-17T22:30:33.045218+00:00
mem_53e913a810,Robin Yates,https://profiles.ucalgary.ca/robin-yates,https://profiles.ucalgary.ca/robin-yates,robin-yates,,Robin Yates | UCalgary Profiles | University of Calgary,"Biography Dr. Yates was appointed as Deputy Provost effective September 1, 2023. Prior to this appointment he served as dean and vice-provost (graduate studies) from 2019-2023. After practicing as a veterinarian in Australia, Dr. Yates pursued his PhD at Cornell University on a Fulbright Postgraduate Scholarship in 2003. He completed his doctorate in 2006 and followed with a postdoctoral fellowship in biomedical science at Cornell. He earned a Master of Tertiary Education Management from the University of Melbourne in 2015 that allowed him to explore the management and leadership of universities from a scholarly perspective. Dr. Yates also holds a Bachelor of Veterinary Science and a Bachelor of Science in Microbiology from the University of Queensland. Dr. Yates joined UCalgary in 2008 with a joint appointment to the Faculty of Veterinary Medicine and the Cumming School of Medicine (CSM). He continues to lead a research group at CSM in the field of immunology. With funding from NSERC, CIHR and philanthropic organizations, his team researches the interface of innate and adaptive immunity with implications to aging, infectious disease and autoimmune disorders, such as multiple sclerosis. During his time at UCalgary, Dr. Yates has taken on expanded administrative roles including associate dean (students) and senior associate dean in the Faculty of Graduate Studies before taking on the role as interim dean, and then dean and vice-provost in 2019 and 2020 respectively. Dr. Yates has received numerous awards for his achievements, including awards for Research Excellence and Teaching Excellence from the Faculty of Veterinary Medicine, awards for graduate supervision and mentorship from the Cumming School of Medicine and Faculty of Graduate Studies, and the GSA Champion Award for 2020. He was previously named in Avenue Magazine's Top 40 under 40 in Calgary.",,success,,2026-04-17T22:30:35.217799+00:00
mem_38b1f148ac,Rochelle Bonnie Babins-Wagner,https://profiles.ucalgary.ca/rochelle-bonnie-babins-wagner,https://profiles.ucalgary.ca/rochelle-bonnie-babins-wagner,rochelle-bonnie-babins-wagner,Dr.,Rochelle Bonnie Babins-Wagner | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:30:37.019908+00:00
mem_9a7286569d,Rodney Li Pi Shan,https://profiles.ucalgary.ca/rodney-li-pi-shan,https://profiles.ucalgary.ca/rodney-li-pi-shan,rodney-li-pi-shan,,Rodney Li Pi Shan | UCalgary Profiles | University of Calgary,Biography 2010 College of Physicians and Surgeons (Alberta) – Full Licensure 2004 Board Certified Diplomate of the American Board of PM&R 2003-2010 College of Physicians and Surgeons (Saskatchewan) – Full Licensure 2003 FRCP(C) Physical Medicine and Rehabilitation (PM&R) 2003 Canadian Society of Clinical Neurophysiologists EMG Certification,,success,,2026-04-17T22:30:39.172352+00:00
mem_60ca7c3bc6,Roger Thompson,https://profiles.ucalgary.ca/roger-thompson,https://profiles.ucalgary.ca/roger-thompson,roger-thompson,,Roger Thompson | UCalgary Profiles | University of Calgary,"Biography Dr. Thompson is a cellular and synaptic neuroscientist with interests in mechanisms of cell to cell communication and how this is altered by hypoxia (stroke) and other diseases, such as dementia. He received his PhD in Biology from McMaster University in 2000 where he studied under the eminent neuroscientist Dr. Colin Nurse. Following this, he joined Dr. John Caldwell at the University of Colorado Health Sciences Center as an NSERC funded postdoctoral fellow. In Colorado, Dr. Thompson learned key molecular biology techniques and made seminal discoveries on the nature of molecular transport across intracellular membranes, specifically the Golgi complex. In 2004 he move to the University of British Columbia to work as a postdoc with Dr. Brian MacVicar. In Vancouver he discovered the role of pannexin ion channels in neuronal death during stroke and published this work in the leading journal, Science. Since 2008 he has been a faculty member at the University of Calgary. He has built an outstanding research team that studies the role of pannexin channels and glutamate receptors in neuronal death and synaptic (dis)function. Dr. Thompson and his team are particularly interested in how environmental and physiological stressors (such as stroke) interact with normal brain mechanism to cause dementia.",,success,,2026-04-17T22:30:41.259284+00:00
mem_53d8f553c6,Ronda Lun,https://profiles.ucalgary.ca/ronda-lun,https://profiles.ucalgary.ca/ronda-lun,ronda-lun,,Ronda Lun | UCalgary Profiles | University of Calgary,"Biography Dr. Ronda Lun did her medical school training at the University of Calgary. She completed her Adult Neurology residency at the University of Ottawa, while enrolled in the Clinical Investigator Program, allowing her to obtain a Masters of Science Epidemiology and Biostatistics degree. She obtained an ACGME-accredited fellowship in Vascular Neurology through Stanford University and was awarded the highly competitive CIHR Fellowship award to support her fellowship training. She has published 56 peer-reviewed articles in scientific journals to date, with 26 first author publications. She has been invited to speak at multiple international conferences, including the International Stroke Conference, and the 2025 American Academy of Neurology conference as a plenary session speaker. She has also been the recipient of multiple competitive awards at a national and international level. Her research interests include cancer and stroke, intracerebral hemorrhage, and stroke clinical trials.",,success,,2026-04-17T22:30:43.124198+00:00
mem_544d7ede34,Ryan Peters,https://profiles.ucalgary.ca/ryan-peters,https://profiles.ucalgary.ca/ryan-peters,ryan-peters,,Ryan Peters | UCalgary Profiles | University of Calgary,"Background Educational Background Doctor of Philosophy Psychology, Neuroscience & Behaviour, McMaster University, 2013 B.A. Psychology, Neuroscience & Behaviour, McMaster University, 2008",,success,,2026-04-17T22:30:44.696403+00:00
mem_cc41b0bf3b,Sabine Gilch,https://profiles.ucalgary.ca/sabine-gilch,https://profiles.ucalgary.ca/sabine-gilch,sabine-gilch,,Sabine Gilch | UCalgary Profiles | University of Calgary,"Background Educational Background Doctor of Philosophy Molecular Biotechnology, Munich Technical University, 2009 M.Sc. Molecular Biotechnology, Munich Technical University, 2008 B.Sc. Molecular Biology, Johannes Gutenberg U (Mainz), 2006",,success,,2026-04-17T22:30:46.890888+00:00
mem_32fb421d6b,Samuel Pichardo,https://profiles.ucalgary.ca/samuel-pichardo,https://profiles.ucalgary.ca/samuel-pichardo,samuel-pichardo,,Samuel Pichardo | UCalgary Profiles | University of Calgary,"Biography Samuel Pichardo obtained his Ph.D. in Imaging and Systems in 2005 from the INSA-Lyon, France, while conducting his research at the INSERM LabTau laboratory. From 2006 to 2008, he worked as a Postdoctoral fellow at Sunnybrook Research Institute and from 2008 to 2017, Samuel worked as scientist in the Thunder Bay Regional Health Research Institute and was an adjunct professor at Lakehead University. He joins the University of Calgary as assistant professor in the Departments of Radiology and Clinical Neurosciences, Cumming School of Medicine, and as a member of the Hotchkiss Brain Institute. Samuel’s research has covered different aspects of therapy based on focused ultrasound (FUs). A central topic of his research has been to gain a better understanding of the physics of ultrasound transmission through the human skull to develop better minimally invasive therapies for brain indications. He has also worked in the design, modification, and testing of medical FUs devices for several indications such as prostate cancer, atrial fibrillation, head and neck tumors and rectal cancer. He comes with significant pre-clinical and translational experience in the use of Magnetic Resonance Imaging (MRI) for targeting and monitoring of therapy based on FUs. His area of research at the University of Calgary will center in the exploration of FUs as a non-invasive diagnostic and therapeutic tool for neuromodulation applications.",,success,,2026-04-17T22:30:48.584558+00:00
mem_935d12576d,Samuel Weiss,https://profiles.ucalgary.ca/samuel-weiss,https://profiles.ucalgary.ca/samuel-weiss,samuel-weiss,Dr.,Samuel Weiss | UCalgary Profiles | University of Calgary,"Biography Dr. Samuel Weiss is a professor in the Departments of Cell Biology & Anatomy and Physiology & Pharmacology at the University of Calgary's Cumming School of Medicine. Dr. Weiss is the founder and was the inaugural Director of UCalgary’s Hotchkiss Brain Institute, whose mission is to translate innovative research and education into advances in neurological and mental health care. Two major discoveries are the hallmarks of Dr. Weiss' research career. In 1985, together with Dr. Fritz Sladeczek, Dr. Weiss discovered the metabotropic glutamate receptor - now a major target for pharmaceutical research and development for neurological disease therapies. In 1992, Dr. Weiss discovered neural stem cells in the brains of adult mammals. This research has led to new approaches for brain cell replacement and repair, as well as to novel, experimental therapeutic strategies for brain cancer. Dr. Weiss’ own explorations into the brain have changed the fields of developmental neurobiology and neural regeneration and have earned him one of the world’s most prestigious medical science awards, a Gairdner International Award. Dr. Weiss was elected a Fellow of the Royal Society of Canada in 2009 and a Fellow of the Canadian Academy of Health Sciences in 2014. In 2023, Dr. Weiss was inducted into the Canadian Medical Hall of Fame and appointed a Member of the Order of Canada. As the Scientific Director of CIHR's Institute of Neurosciences Mental Health and Addiction (2017-2025), Dr. Weiss worked with Canadian brain health, mental health, substance use health and addiction communities to identify research priorities, develop research funding opportunities, and translate research evidence into policy and practice to improve the health of Canadians.",,success,,2026-04-17T22:30:50.216989+00:00
